Zone,Hierarchy Path,Sprite Asset,Sprite Name,Pixel Width,Pixel Height,PPU,Local Scale X,Local Scale Y,World Scale X,World Scale Y,World Width,World Height,Sorting Layer,Order,Enabled
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (13)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (14)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (15)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (16)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (17)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (18)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (19)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (20)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (21)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (22)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (23)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (24)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (25)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (26)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Decors/grass_tilemap00 (9)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone12","_World/World/Zone12/ResourcesNode/Harvest/Crystal_Cluster_Map","Assets/Arts/ResourcesNode/Enviroment/Cave/Crystal_Cluster_Map.png","Crystal_Cluster_Map","64","64","64","1","1","1","1","1","1","Default","9301","true"
"Zone12","_World/World/Zone12/ResourcesNode/Harvest/Crystal_Cluster_Map/ReadyBubble","Assets/Arts/UI/Bubble_32x28.png","Bubble_32x28","32","28","64","1.478","1.48","1.478","1.48","0.739","0.648","Default","10","true"
"Zone12","_World/World/Zone12/ResourcesNode/Harvest/Crystal_Cluster_Map/ReadyBubble/AppleIcon","Assets/Arts/UI/Apple.png","Apple","16","16","16","0.2","0.2","0.296","0.296","0.296","0.296","Default","10","true"
"Zone12","_World/World/Zone12/ResourcesNode/Harvest/glowing_mushroom_map","Assets/Arts/ResourcesNode/Harvest/GlowingMushroom/glowing_mushroom_map.png","glowing_mushroom_map","64","64","100","1","1","1","1","0.64","0.64","Default","9180","true"
"Zone12_Fog","_World/World/Zone12/Zone12_Fog/Button_Unlock","Assets/Arts/UI/padlock_lock.png","padlock_lock","48","48","32","1","1","1","1","1.5","1.5","Default","3","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/BigStone_Cave_Moss","Assets/Arts/ResourcesNode/Enviroment/Cave/BigStone_Cave_Moss.png","BigStone_Cave_Moss","64","64","64","1","1","1","1","1","1","Default","9394","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/Cave_grass_idle_animation_0","Assets/Arts/ResourcesNode/Enviroment/Cave/Cave_grass_idle_animation.png","Cave_grass_idle_animation_0","32","32","100","1","1","1","1","0.32","0.32","Default","9373","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/Stone_Cave_Moss","Assets/Arts/ResourcesNode/Enviroment/Cave/Stone_Cave_Moss.png","Stone_Cave_Moss","64","64","64","1","1","1","1","1","1","Default","9038","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/Stone_Cave_Moss (1)","Assets/Arts/ResourcesNode/Enviroment/Cave/Stone_Cave_Moss.png","Stone_Cave_Moss","64","64","64","1","1","1","1","1","1","Default","8963","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/Stone_Cave_Moss (2)","Assets/Arts/ResourcesNode/Enviroment/Cave/Stone_Cave_Moss.png","Stone_Cave_Moss","64","64","64","1","1","1","1","1","1","Default","9061","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/Stone_Cave_Moss (3)","Assets/Arts/ResourcesNode/Enviroment/Cave/Stone_Cave_Moss.png","Stone_Cave_Moss","64","64","64","1","1","1","1","1","1","Default","9033","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (10)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (11)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (12)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (13)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (14)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (15)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (16)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (17)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (18)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (19)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (20)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (21)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (22)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (23)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (24)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (25)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (26)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Decors/grass_tilemap00 (9)","Assets/Arts/ResourcesNode/Enviroment/grass_tilemap00.png","grass_tilemap00","16","16","32","1","1","1","1","0.5","0.5","Default","6","true"
"Zone13","_World/World/Zone13/ResourcesNode/Harvest/Crystal_Cluster_Map","Assets/Arts/ResourcesNode/Enviroment/Cave/Crystal_Cluster_Map.png","Crystal_Cluster_Map","64","64","64","1","1","1","1","1","1","Default","9292","true"
"Zone13","_World/World/Zone13/ResourcesNode/Harvest/Crystal_Cluster_Map/ReadyBubble","Assets/Arts/UI/Bubble_32x28.png","Bubble_32x28","32","28","64","1.478","1.48","1.478","1.48","0.739","0.648","Default","10","true"
"Zone13","_World/World/Zone13/ResourcesNode/Harvest/Crystal_Cluster_Map/ReadyBubble/AppleIcon","Assets/Arts/UI/Apple.png","Apple","16","16","16","0.2","0.2","0.296","0.296","0.296","0.296","Default","10","true"
"Zone13","_World/World/Zone13/ResourcesNode/Harvest/glowing_mushroom_map","Assets/Arts/ResourcesNode/Harvest/GlowingMushroom/glowing_mushroom_map.png","glowing_mushroom_map","64","64","100","1","1","1","1","0.64","0.64","Default","9171","true"
"Zone13","_World/World/Zone13/ResourcesNode/Harvest/glowing_mushroom_map (1)","Assets/Arts/ResourcesNode/Harvest/GlowingMushroom/glowing_mushroom_map.png","glowing_mushroom_map","64","64","100","1","1","1","1","0.64","0.64","Default","9000","true"
"Zone13_Fog","_World/World/Zone13/Zone13_Fog/Button_Unlock","Assets/Arts/UI/padlock_lock.png","padlock_lock","48","48","32","1","1","1","1","1.5","1.5","Default","3","true"
